conname,contype,src_table,src_cols,tgt_table,tgt_cols,confdeltype
account_automatic_entry_wizard_account_move_line_rel_pkey,p,account_automatic_entry_wizard_account_move_line_rel,"account_automatic_entry_wizard_id,account_move_line_id",,, 
account_autopost_bills_wizard_create_uid_fkey,f,account_autopost_bills_wizard,create_uid,res_users,id,n
account_autopost_bills_wizard_partner_id_fkey,f,account_autopost_bills_wizard,partner_id,res_partner,id,n
account_autopost_bills_wizard_write_uid_fkey,f,account_autopost_bills_wizard,write_uid,res_users,id,n
account_autopost_bills_wizard_pkey,p,account_autopost_bills_wizard,id,,, 
account_bank_statement_company_id_fkey,f,account_bank_statement,company_id,res_company,id,n
account_bank_statement_create_uid_fkey,f,account_bank_statement,create_uid,res_users,id,n
account_bank_statement_currency_id_fkey,f,account_bank_statement,currency_id,res_currency,id,n
account_bank_statement_journal_id_fkey,f,account_bank_statement,journal_id,account_journal,id,n
account_bank_statement_write_uid_fkey,f,account_bank_statement,write_uid,res_users,id,n
account_bank_statement_pkey,p,account_bank_statement,id,,, 
account_bank_statement_ir_attach_account_bank_statement_id_fkey,f,account_bank_statement_ir_attachment_rel,account_bank_statement_id,account_bank_statement,id,c
account_bank_statement_ir_attachment_rel_ir_attachment_id_fkey,f,account_bank_statement_ir_attachment_rel,ir_attachment_id,ir_attachment,id,c
account_bank_statement_ir_attachment_rel_pkey,p,account_bank_statement_ir_attachment_rel,"account_bank_statement_id,ir_attachment_id",,, 
account_bank_statement_line_company_id_fkey,f,account_bank_statement_line,company_id,res_company,id,n
account_bank_statement_line_create_uid_fkey,f,account_bank_statement_line,create_uid,res_users,id,n
account_bank_statement_line_currency_id_fkey,f,account_bank_statement_line,currency_id,res_currency,id,n
account_bank_statement_line_foreign_currency_id_fkey,f,account_bank_statement_line,foreign_currency_id,res_currency,id,n
account_bank_statement_line_journal_id_fkey,f,account_bank_statement_line,journal_id,account_journal,id,n
account_bank_statement_line_move_id_fkey,f,account_bank_statement_line,move_id,account_move,id,c
account_bank_statement_line_partner_id_fkey,f,account_bank_statement_line,partner_id,res_partner,id,r
account_bank_statement_line_statement_id_fkey,f,account_bank_statement_line,statement_id,account_bank_statement,id,n
account_bank_statement_line_write_uid_fkey,f,account_bank_statement_line,write_uid,res_users,id,n
account_bank_statement_line_pkey,p,account_bank_statement_line,id,,, 
account_cash_rounding_create_uid_fkey,f,account_cash_rounding,create_uid,res_users,id,n
account_cash_rounding_write_uid_fkey,f,account_cash_rounding,write_uid,res_users,id,n
account_cash_rounding_pkey,p,account_cash_rounding,id,,, 
account_debit_note_create_uid_fkey,f,account_debit_note,create_uid,res_users,id,n
account_debit_note_journal_id_fkey,f,account_debit_note,journal_id,account_journal,id,n
account_debit_note_write_uid_fkey,f,account_debit_note,write_uid,res_users,id,n
account_debit_note_pkey,p,account_debit_note,id,,, 
account_financial_year_op_company_id_fkey,f,account_financial_year_op,company_id,res_company,id,c
account_financial_year_op_create_uid_fkey,f,account_financial_year_op,create_uid,res_users,id,n
account_financial_year_op_write_uid_fkey,f,account_financial_year_op,write_uid,res_users,id,n
account_financial_year_op_pkey,p,account_financial_year_op,id,,, 
account_fiscal_position_company_id_fkey,f,account_fiscal_position,company_id,res_company,id,r
account_fiscal_position_country_group_id_fkey,f,account_fiscal_position,country_group_id,res_country_group,id,n
account_fiscal_position_country_id_fkey,f,account_fiscal_position,country_id,res_country,id,n
account_fiscal_position_create_uid_fkey,f,account_fiscal_position,create_uid,res_users,id,n
account_fiscal_position_write_uid_fkey,f,account_fiscal_position,write_uid,res_users,id,n
account_fiscal_position_pkey,p,account_fiscal_position,id,,, 
account_fiscal_position_account_account_dest_id_fkey,f,account_fiscal_position_account,account_dest_id,account_account,id,r
account_fiscal_position_account_account_src_id_fkey,f,account_fiscal_position_account,account_src_id,account_account,id,r
account_fiscal_position_account_company_id_fkey,f,account_fiscal_position_account,company_id,res_company,id,n
account_fiscal_position_account_create_uid_fkey,f,account_fiscal_position_account,create_uid,res_users,id,n
account_fiscal_position_account_position_id_fkey,f,account_fiscal_position_account,position_id,account_fiscal_position,id,c
account_fiscal_position_account_write_uid_fkey,f,account_fiscal_position_account,write_uid,res_users,id,n
account_fiscal_position_account_pkey,p,account_fiscal_position_account,id,,, 
account_fiscal_position_account_account_src_dest_uniq,u,account_fiscal_position_account,"position_id,account_src_id,account_dest_id",,, 
account_fiscal_position_account_account_fiscal_position_id_fkey,f,account_fiscal_position_account_tax_rel,account_fiscal_position_id,account_fiscal_position,id,c
account_fiscal_position_account_tax_rel_account_tax_id_fkey,f,account_fiscal_position_account_tax_rel,account_tax_id,account_tax,id,c
account_fiscal_position_account_tax_rel_pkey,p,account_fiscal_position_account_tax_rel,"account_fiscal_position_id,account_tax_id",,, 
account_fiscal_position_res_cou_account_fiscal_position_id_fkey,f,account_fiscal_position_res_country_state_rel,account_fiscal_position_id,account_fiscal_position,id,c
account_fiscal_position_res_country_s_res_country_state_id_fkey,f,account_fiscal_position_res_country_state_rel,res_country_state_id,res_country_state,id,c
account_fiscal_position_res_country_state_rel_pkey,p,account_fiscal_position_res_country_state_rel,"account_fiscal_position_id,res_country_state_id",,, 
account_full_reconcile_create_uid_fkey,f,account_full_reconcile,create_uid,res_users,id,n
account_full_reconcile_write_uid_fkey,f,account_full_reconcile,write_uid,res_users,id,n
account_full_reconcile_pkey,p,account_full_reconcile,id,,, 
account_group_company_id_fkey,f,account_group,company_id,res_company,id,r
account_group_create_uid_fkey,f,account_group,create_uid,res_users,id,n
account_group_parent_id_fkey,f,account_group,parent_id,account_group,id,c
account_group_write_uid_fkey,f,account_group,write_uid,res_users,id,n
account_group_pkey,p,account_group,id,,, 
account_incoterms_create_uid_fkey,f,account_incoterms,create_uid,res_users,id,n
account_incoterms_write_uid_fkey,f,account_incoterms,write_uid,res_users,id,n
account_incoterms_pkey,p,account_incoterms,id,,, 
account_invoice_transaction_rel_invoice_id_fkey,f,account_invoice_transaction_rel,invoice_id,account_move,id,c
account_invoice_transaction_rel_transaction_id_fkey,f,account_invoice_transaction_rel,transaction_id,payment_transaction,id,c
account_invoice_transaction_rel_pkey,p,account_invoice_transaction_rel,"invoice_id,transaction_id",,, 
account_journal_alias_id_fkey,f,account_journal,alias_id,mail_alias,id,r
account_journal_bank_account_id_fkey,f,account_journal,bank_account_id,res_partner_bank,id,r
account_journal_company_id_fkey,f,account_journal,company_id,res_company,id,r
account_journal_create_uid_fkey,f,account_journal,create_uid,res_users,id,n
account_journal_currency_id_fkey,f,account_journal,currency_id,res_currency,id,n
account_journal_default_account_id_fkey,f,account_journal,default_account_id,account_account,id,r
account_journal_invoice_template_pdf_report_id_fkey,f,account_journal,invoice_template_pdf_report_id,ir_act_report_xml,id,n
account_journal_loss_account_id_fkey,f,account_journal,loss_account_id,account_account,id,n
account_journal_non_deductible_account_id_fkey,f,account_journal,non_deductible_account_id,account_account,id,n
account_journal_profit_account_id_fkey,f,account_journal,profit_account_id,account_account,id,n
account_journal_suspense_account_id_fkey,f,account_journal,suspense_account_id,account_account,id,r
account_journal_write_uid_fkey,f,account_journal,write_uid,res_users,id,n
account_journal_pkey,p,account_journal,id,,, 
account_journal_code_company_uniq,u,account_journal,"company_id,code",,, 
account_journal_account_journal_g_account_journal_group_id_fkey,f,account_journal_account_journal_group_rel,account_journal_group_id,account_journal_group,id,c
account_journal_account_journal_group_r_account_journal_id_fkey,f,account_journal_account_journal_group_rel,account_journal_id,account_journal,id,c
account_journal_account_journal_group_rel_pkey,p,account_journal_account_journal_group_rel,"account_journal_group_id,account_journal_id",,, 
account_journal_account_reconci_account_reconcile_model_id_fkey,f,account_journal_account_reconcile_model_rel,account_reconcile_model_id,account_reconcile_model,id,c
account_journal_account_reconcile_model_account_journal_id_fkey,f,account_journal_account_reconcile_model_rel,account_journal_id,account_journal,id,c
account_journal_account_reconcile_model_rel_pkey,p,account_journal_account_reconcile_model_rel,"account_reconcile_model_id,account_journal_id",,, 
account_journal_group_company_id_fkey,f,account_journal_group,company_id,res_company,id,n
account_journal_group_create_uid_fkey,f,account_journal_group,create_uid,res_users,id,n
account_journal_group_write_uid_fkey,f,account_journal_group,write_uid,res_users,id,n
account_journal_group_pkey,p,account_journal_group,id,,, 
account_journal_group_uniq_name,u,account_journal_group,"company_id,name",,, 
account_lock_exception_company_id_fkey,f,account_lock_exception,company_id,res_company,id,r
account_lock_exception_create_uid_fkey,f,account_lock_exception,create_uid,res_users,id,n
account_lock_exception_user_id_fkey,f,account_lock_exception,user_id,res_users,id,n
account_lock_exception_write_uid_fkey,f,account_lock_exception,write_uid,res_users,id,n
account_lock_exception_pkey,p,account_lock_exception,id,,, 
account_merge_wizard_create_uid_fkey,f,account_merge_wizard,create_uid,res_users,id,n
account_merge_wizard_write_uid_fkey,f,account_merge_wizard,write_uid,res_users,id,n
account_merge_wizard_pkey,p,account_merge_wizard,id,,, 
account_merge_wizard_line_account_id_fkey,f,account_merge_wizard_line,account_id,account_account,id,c
account_merge_wizard_line_create_uid_fkey,f,account_merge_wizard_line,create_uid,res_users,id,n
account_merge_wizard_line_wizard_id_fkey,f,account_merge_wizard_line,wizard_id,account_merge_wizard,id,c
account_merge_wizard_line_write_uid_fkey,f,account_merge_wizard_line,write_uid,res_users,id,n
account_merge_wizard_line_pkey,p,account_merge_wizard_line,id,,, 
account_move_auto_post_origin_id_fkey,f,account_move,auto_post_origin_id,account_move,id,n
account_move_commercial_partner_id_fkey,f,account_move,commercial_partner_id,res_partner,id,r
account_move_company_id_fkey,f,account_move,company_id,res_company,id,n
account_move_create_uid_fkey,f,account_move,create_uid,res_users,id,n
account_move_currency_id_fkey,f,account_move,currency_id,res_currency,id,r
account_move_debit_origin_id_fkey,f,account_move,debit_origin_id,account_move,id,n
account_move_fiscal_position_id_fkey,f,account_move,fiscal_position_id,account_fiscal_position,id,r
account_move_invoice_cash_rounding_id_fkey,f,account_move,invoice_cash_rounding_id,account_cash_rounding,id,n
account_move_invoice_incoterm_id_fkey,f,account_move,invoice_incoterm_id,account_incoterms,id,n
account_move_invoice_payment_term_id_fkey,f,account_move,invoice_payment_term_id,account_payment_term,id,n
account_move_invoice_user_id_fkey,f,account_move,invoice_user_id,res_users,id,n
account_move_journal_id_fkey,f,account_move,journal_id,account_journal,id,r
account_move_l10n_in_reseller_partner_id_fkey,f,account_move,l10n_in_reseller_partner_id,res_partner,id,n
account_move_l10n_in_shipping_port_code_id_fkey,f,account_move,l10n_in_shipping_port_code_id,l10n_in_port_code,id,n
account_move_l10n_in_state_id_fkey,f,account_move,l10n_in_state_id,res_country_state,id,n
account_move_l10n_in_withholding_ref_move_id_fkey,f,account_move,l10n_in_withholding_ref_move_id,account_move,id,n
account_move_l10n_in_withholding_ref_payment_id_fkey,f,account_move,l10n_in_withholding_ref_payment_id,account_payment,id,n
account_move_message_main_attachment_id_fkey,f,account_move,message_main_attachment_id,ir_attachment,id,n
account_move_origin_payment_id_fkey,f,account_move,origin_payment_id,account_payment,id,n
account_move_partner_bank_id_fkey,f,account_move,partner_bank_id,res_partner_bank,id,r
account_move_partner_id_fkey,f,account_move,partner_id,res_partner,id,r
account_move_partner_shipping_id_fkey,f,account_move,partner_shipping_id,res_partner,id,n
account_move_preferred_payment_method_line_id_fkey,f,account_move,preferred_payment_method_line_id,account_payment_method_line,id,n
account_move_reversed_entry_id_fkey,f,account_move,reversed_entry_id,account_move,id,n
account_move_statement_line_id_fkey,f,account_move,statement_line_id,account_bank_statement_line,id,n
account_move_tax_cash_basis_origin_move_id_fkey,f,account_move,tax_cash_basis_origin_move_id,account_move,id,n
account_move_tax_cash_basis_rec_id_fkey,f,account_move,tax_cash_basis_rec_id,account_partial_reconcile,id,n
account_move_write_uid_fkey,f,account_move,write_uid,res_users,id,n
account_move_pkey,p,account_move,id,,, 
account_move__account_payment_invoice_id_fkey,f,account_move__account_payment,invoice_id,account_move,id,c
account_move__account_payment_payment_id_fkey,f,account_move__account_payment,payment_id,account_payment,id,c
account_move__account_payment_pkey,p,account_move__account_payment,"invoice_id,payment_id",,, 
account_move_account_move_sen_account_move_send_batch_wiza_fkey,f,account_move_account_move_send_batch_wizard_rel,account_move_send_batch_wizard_id,account_move_send_batch_wizard,id,c
account_move_account_move_send_batch_wizar_account_move_id_fkey,f,account_move_account_move_send_batch_wizard_rel,account_move_id,account_move,id,c
account_move_account_move_send_batch_wizard_rel_pkey,p,account_move_account_move_send_batch_wizard_rel,"account_move_send_batch_wizard_id,account_move_id",,, 
account_move_account_resequen_account_resequence_wizard_id_fkey,f,account_move_account_resequence_wizard_rel,account_resequence_wizard_id,account_resequence_wizard,id,c
account_move_account_resequence_wizard_rel_account_move_id_fkey,f,account_move_account_resequence_wizard_rel,account_move_id,account_move,id,c
account_move_account_resequence_wizard_rel_pkey,p,account_move_account_resequence_wizard_rel,"account_resequence_wizard_id,account_move_id",,, 
account_move_debit_move_debit_id_fkey,f,account_move_debit_move,debit_id,account_debit_note,id,c
account_move_debit_move_move_id_fkey,f,account_move_debit_move,move_id,account_move,id,c
account_move_debit_move_pkey,p,account_move_debit_move,"debit_id,move_id",,, 
account_move_line_account_id_fkey,f,account_move_line,account_id,account_account,id,r
account_move_line_company_currency_id_fkey,f,account_move_line,company_currency_id,res_currency,id,n
account_move_line_company_id_fkey,f,account_move_line,company_id,res_company,id,n
account_move_line_create_uid_fkey,f,account_move_line,create_uid,res_users,id,n
account_move_line_currency_id_fkey,f,account_move_line,currency_id,res_currency,id,r
account_move_line_expense_id_fkey,f,account_move_line,expense_id,hr_expense,id,n
account_move_line_full_reconcile_id_fkey,f,account_move_line,full_reconcile_id,account_full_reconcile,id,n
account_move_line_group_tax_id_fkey,f,account_move_line,group_tax_id,account_tax,id,n
account_move_line_journal_id_fkey,f,account_move_line,journal_id,account_journal,id,n
account_move_line_loan_id_fkey,f,account_move_line,loan_id,hr_loan,id,n
account_move_line_move_id_fkey,f,account_move_line,move_id,account_move,id,c
account_move_line_partner_id_fkey,f,account_move_line,partner_id,res_partner,id,r
account_move_line_payment_id_fkey,f,account_move_line,payment_id,account_payment,id,n
account_move_line_product_id_fkey,f,account_move_line,product_id,product_product,id,r
account_move_line_product_uom_id_fkey,f,account_move_line,product_uom_id,uom_uom,id,r
account_move_line_reconcile_model_id_fkey,f,account_move_line,reconcile_model_id,account_reconcile_model,id,n
account_move_line_statement_id_fkey,f,account_move_line,statement_id,account_bank_statement,id,n
account_move_line_statement_line_id_fkey,f,account_move_line,statement_line_id,account_bank_statement_line,id,n
account_move_line_tax_group_id_fkey,f,account_move_line,tax_group_id,account_tax_group,id,n
account_move_line_tax_line_id_fkey,f,account_move_line,tax_line_id,account_tax,id,r
account_move_line_tax_repartition_line_id_fkey,f,account_move_line,tax_repartition_line_id,account_tax_repartition_line,id,r
account_move_line_write_uid_fkey,f,account_move_line,write_uid,res_users,id,n
account_move_line_pkey,p,account_move_line,id,,, 
account_move_line_account_tax_rel_account_move_line_id_fkey,f,account_move_line_account_tax_rel,account_move_line_id,account_move_line,id,c
account_move_line_account_tax_rel_account_tax_id_fkey,f,account_move_line_account_tax_rel,account_tax_id,account_tax,id,c
account_move_line_account_tax_rel_pkey,p,account_move_line_account_tax_rel,"account_move_line_id,account_tax_id",,, 
account_move_reversal_company_id_fkey,f,account_move_reversal,company_id,res_company,id,c
account_move_reversal_create_uid_fkey,f,account_move_reversal,create_uid,res_users,id,n
account_move_reversal_journal_id_fkey,f,account_move_reversal,journal_id,account_journal,id,c
account_move_reversal_write_uid_fkey,f,account_move_reversal,write_uid,res_users,id,n
account_move_reversal_pkey,p,account_move_reversal,id,,, 
account_move_reversal_move_move_id_fkey,f,account_move_reversal_move,move_id,account_move,id,c
account_move_reversal_move_reversal_id_fkey,f,account_move_reversal_move,reversal_id,account_move_reversal,id,c
account_move_reversal_move_pkey,p,account_move_reversal_move,"reversal_id,move_id",,, 
account_move_reversal_new_move_new_move_id_fkey,f,account_move_reversal_new_move,new_move_id,account_move,id,c
account_move_reversal_new_move_reversal_id_fkey,f,account_move_reversal_new_move,reversal_id,account_move_reversal,id,c
account_move_reversal_new_move_pkey,p,account_move_reversal_new_move,"reversal_id,new_move_id",,, 
account_move_send_batch_wizard_create_uid_fkey,f,account_move_send_batch_wizard,create_uid,res_users,id,n
account_move_send_batch_wizard_write_uid_fkey,f,account_move_send_batch_wizard,write_uid,res_users,id,n
account_move_send_batch_wizard_pkey,p,account_move_send_batch_wizard,id,,, 
account_move_send_wizard_create_uid_fkey,f,account_move_send_wizard,create_uid,res_users,id,n
account_move_send_wizard_move_id_fkey,f,account_move_send_wizard,move_id,account_move,id,c
account_move_send_wizard_pdf_report_id_fkey,f,account_move_send_wizard,pdf_report_id,ir_act_report_xml,id,n
account_move_send_wizard_template_id_fkey,f,account_move_send_wizard,template_id,mail_template,id,n
account_move_send_wizard_write_uid_fkey,f,account_move_send_wizard,write_uid,res_users,id,n
account_move_send_wizard_pkey,p,account_move_send_wizard,id,,, 
account_move_send_wizard_res_p_account_move_send_wizard_id_fkey,f,account_move_send_wizard_res_partner_rel,account_move_send_wizard_id,account_move_send_wizard,id,c
account_move_send_wizard_res_partner_rel_res_partner_id_fkey,f,account_move_send_wizard_res_partner_rel,res_partner_id,res_partner,id,c
account_move_send_wizard_res_partner_rel_pkey,p,account_move_send_wizard_res_partner_rel,"account_move_send_wizard_id,res_partner_id",,, 
account_move_validate_account_mov_validate_account_move_id_fkey,f,account_move_validate_account_move_rel,validate_account_move_id,validate_account_move,id,c
account_move_validate_account_move_rel_account_move_id_fkey,f,account_move_validate_account_move_rel,account_move_id,account_move,id,c
account_move_validate_account_move_rel_pkey,p,account_move_validate_account_move_rel,"validate_account_move_id,account_move_id",,, 
account_partial_reconcile_company_id_fkey,f,account_partial_reconcile,company_id,res_company,id,n
account_partial_reconcile_create_uid_fkey,f,account_partial_reconcile,create_uid,res_users,id,n
account_partial_reconcile_credit_currency_id_fkey,f,account_partial_reconcile,credit_currency_id,res_currency,id,n
account_partial_reconcile_credit_move_id_fkey,f,account_partial_reconcile,credit_move_id,account_move_line,id,r
account_partial_reconcile_debit_currency_id_fkey,f,account_partial_reconcile,debit_currency_id,res_currency,id,n
account_partial_reconcile_debit_move_id_fkey,f,account_partial_reconcile,debit_move_id,account_move_line,id,r
account_partial_reconcile_exchange_move_id_fkey,f,account_partial_reconcile,exchange_move_id,account_move,id,n
account_partial_reconcile_full_reconcile_id_fkey,f,account_partial_reconcile,full_reconcile_id,account_full_reconcile,id,n
account_partial_reconcile_write_uid_fkey,f,account_partial_reconcile,write_uid,res_users,id,n
account_partial_reconcile_pkey,p,account_partial_reconcile,id,,, 
account_payment_company_id_fkey,f,account_payment,company_id,res_company,id,r
account_payment_create_uid_fkey,f,account_payment,create_uid,res_users,id,n
account_payment_currency_id_fkey,f,account_payment,currency_id,res_currency,id,n
account_payment_destination_account_id_fkey,f,account_payment,destination_account_id,account_account,id,n
account_payment_journal_id_fkey,f,account_payment,journal_id,account_journal,id,r
account_payment_message_main_attachment_id_fkey,f,account_payment,message_main_attachment_id,ir_attachment,id,n
account_payment_move_id_fkey,f,account_payment,move_id,account_move,id,n
account_payment_outstanding_account_id_fkey,f,account_payment,outstanding_account_id,account_account,id,n
account_payment_paired_internal_transfer_payment_id_fkey,f,account_payment,paired_internal_transfer_payment_id,account_payment,id,n
account_payment_partner_bank_id_fkey,f,account_payment,partner_bank_id,res_partner_bank,id,r
account_payment_partner_id_fkey,f,account_payment,partner_id,res_partner,id,r
account_payment_payment_method_id_fkey,f,account_payment,payment_method_id,account_payment_method,id,n
account_payment_payment_method_line_id_fkey,f,account_payment,payment_method_line_id,account_payment_method_line,id,n
account_payment_payment_token_id_fkey,f,account_payment,payment_token_id,payment_token,id,n
account_payment_payment_transaction_id_fkey,f,account_payment,payment_transaction_id,payment_transaction,id,n
account_payment_source_payment_id_fkey,f,account_payment,source_payment_id,account_payment,id,n
account_payment_write_uid_fkey,f,account_payment,write_uid,res_users,id,n
account_payment_pkey,p,account_payment,id,,, 
account_payment_account_bank__account_bank_statement_line__fkey,f,account_payment_account_bank_statement_line_rel,account_bank_statement_line_id,account_bank_statement_line,id,c
account_payment_account_bank_statement__account_payment_id_fkey,f,account_payment_account_bank_statement_line_rel,account_payment_id,account_payment,id,c
account_payment_account_bank_statement_line_rel_pkey,p,account_payment_account_bank_statement_line_rel,"account_bank_statement_line_id,account_payment_id",,, 
account_payment_method_create_uid_fkey,f,account_payment_method,create_uid,res_users,id,n
account_payment_method_write_uid_fkey,f,account_payment_method,write_uid,res_users,id,n
account_payment_method_pkey,p,account_payment_method,id,,, 
account_payment_method_name_code_unique,u,account_payment_method,"code,payment_type",,, 
account_payment_method_line_create_uid_fkey,f,account_payment_method_line,create_uid,res_users,id,n
account_payment_method_line_journal_id_fkey,f,account_payment_method_line,journal_id,account_journal,id,n
account_payment_method_line_payment_account_id_fkey,f,account_payment_method_line,payment_account_id,account_account,id,r
account_payment_method_line_payment_method_id_fkey,f,account_payment_method_line,payment_method_id,account_payment_method,id,r
account_payment_method_line_payment_provider_id_fkey,f,account_payment_method_line,payment_provider_id,payment_provider,id,n
account_payment_method_line_write_uid_fkey,f,account_payment_method_line,write_uid,res_users,id,n
account_payment_method_line_pkey,p,account_payment_method_line,id,,, 
account_payment_method_line_r_account_payment_method_line__fkey,f,account_payment_method_line_res_company_rel,account_payment_method_line_id,account_payment_method_line,id,c
account_payment_method_line_res_company_rel_res_company_id_fkey,f,account_payment_method_line_res_company_rel,res_company_id,res_company,id,c
account_payment_method_line_res_company_rel_pkey,p,account_payment_method_line_res_company_rel,"res_company_id,account_payment_method_line_id",,, 
account_payment_register_company_id_fkey,f,account_payment_register,company_id,res_company,id,n
account_payment_register_create_uid_fkey,f,account_payment_register,create_uid,res_users,id,n
account_payment_register_currency_id_fkey,f,account_payment_register,currency_id,res_currency,id,n
account_payment_register_custom_user_currency_id_fkey,f,account_payment_register,custom_user_currency_id,res_currency,id,n
account_payment_register_journal_id_fkey,f,account_payment_register,journal_id,account_journal,id,n
account_payment_register_partner_bank_id_fkey,f,account_payment_register,partner_bank_id,res_partner_bank,id,n
account_payment_register_partner_id_fkey,f,account_payment_register,partner_id,res_partner,id,r
account_payment_register_payment_method_line_id_fkey,f,account_payment_register,payment_method_line_id,account_payment_method_line,id,n
account_payment_register_payment_token_id_fkey,f,account_payment_register,payment_token_id,payment_token,id,n
account_payment_register_source_currency_id_fkey,f,account_payment_register,source_currency_id,res_currency,id,n
account_payment_register_write_uid_fkey,f,account_payment_register,write_uid,res_users,id,n
account_payment_register_writeoff_account_id_fkey,f,account_payment_register,writeoff_account_id,account_account,id,n
account_payment_register_pkey,p,account_payment_register,id,,, 
account_payment_register_move_line_rel_line_id_fkey,f,account_payment_register_move_line_rel,line_id,account_move_line,id,c
account_payment_register_move_line_rel_wizard_id_fkey,f,account_payment_register_move_line_rel,wizard_id,account_payment_register,id,c
account_payment_register_move_line_rel_pkey,p,account_payment_register_move_line_rel,"wizard_id,line_id",,, 
account_payment_term_company_id_fkey,f,account_payment_term,company_id,res_company,id,n
account_payment_term_create_uid_fkey,f,account_payment_term,create_uid,res_users,id,n
account_payment_term_write_uid_fkey,f,account_payment_term,write_uid,res_users,id,n
account_payment_term_pkey,p,account_payment_term,id,,, 
account_payment_term_line_create_uid_fkey,f,account_payment_term_line,create_uid,res_users,id,n
account_payment_term_line_payment_id_fkey,f,account_payment_term_line,payment_id,account_payment_term,id,c
account_payment_term_line_write_uid_fkey,f,account_payment_term_line,write_uid,res_users,id,n
account_payment_term_line_pkey,p,account_payment_term_line,id,,, 
account_reconcile_model_company_id_fkey,f,account_reconcile_model,company_id,res_company,id,r
account_reconcile_model_create_uid_fkey,f,account_reconcile_model,create_uid,res_users,id,n
account_reconcile_model_mapped_partner_id_fkey,f,account_reconcile_model,mapped_partner_id,res_partner,id,n
account_reconcile_model_next_activity_type_id_fkey,f,account_reconcile_model,next_activity_type_id,mail_activity_type,id,n
account_reconcile_model_write_uid_fkey,f,account_reconcile_model,write_uid,res_users,id,n
account_reconcile_model_pkey,p,account_reconcile_model,id,,, 
account_reconcile_model_line_account_id_fkey,f,account_reconcile_model_line,account_id,account_account,id,c
account_reconcile_model_line_company_id_fkey,f,account_reconcile_model_line,company_id,res_company,id,n
account_reconcile_model_line_create_uid_fkey,f,account_reconcile_model_line,create_uid,res_users,id,n
account_reconcile_model_line_model_id_fkey,f,account_reconcile_model_line,model_id,account_reconcile_model,id,c
account_reconcile_model_line_partner_id_fkey,f,account_reconcile_model_line,partner_id,res_partner,id,n
account_reconcile_model_line_write_uid_fkey,f,account_reconcile_model_line,write_uid,res_users,id,n
account_reconcile_model_line_pkey,p,account_reconcile_model_line,id,,, 
account_reconcile_model_line__account_reconcile_model_line_fkey,f,account_reconcile_model_line_account_tax_rel,account_reconcile_model_line_id,account_reconcile_model_line,id,c
account_reconcile_model_line_account_tax_re_account_tax_id_fkey,f,account_reconcile_model_line_account_tax_rel,account_tax_id,account_tax,id,r
account_reconcile_model_line_account_tax_rel_pkey,p,account_reconcile_model_line_account_tax_rel,"account_reconcile_model_line_id,account_tax_id",,, 
account_reconcile_model_res_par_account_reconcile_model_id_fkey,f,account_reconcile_model_res_partner_rel,account_reconcile_model_id,account_reconcile_model,id,c
account_reconcile_model_res_partner_rel_res_partner_id_fkey,f,account_reconcile_model_res_partner_rel,res_partner_id,res_partner,id,c
account_reconcile_model_res_partner_rel_pkey,p,account_reconcile_model_res_partner_rel,"account_reconcile_model_id,res_partner_id",,, 
account_report_country_id_fkey,f,account_report,country_id,res_country,id,n
account_report_create_uid_fkey,f,account_report,create_uid,res_users,id,n
account_report_root_report_id_fkey,f,account_report,root_report_id,account_report,id,n
account_report_write_uid_fkey,f,account_report,write_uid,res_users,id,n
account_report_pkey,p,account_report,id,,, 
account_report_column_create_uid_fkey,f,account_report_column,create_uid,res_users,id,n
account_report_column_custom_audit_action_id_fkey,f,account_report_column,custom_audit_action_id,ir_act_window,id,n
account_report_column_report_id_fkey,f,account_report_column,report_id,account_report,id,n
account_report_column_write_uid_fkey,f,account_report_column,write_uid,res_users,id,n
account_report_column_pkey,p,account_report_column,id,,, 
account_report_expression_create_uid_fkey,f,account_report_expression,create_uid,res_users,id,n
account_report_expression_report_line_id_fkey,f,account_report_expression,report_line_id,account_report_line,id,c
account_report_expression_write_uid_fkey,f,account_report_expression,write_uid,res_users,id,n
account_report_expression_pkey,p,account_report_expression,id,,, 
account_report_expression_line_label_uniq,u,account_report_expression,"report_line_id,label",,, 
account_report_external_value_carryover_origin_report_line_fkey,f,account_report_external_value,carryover_origin_report_line_id,account_report_line,id,n
account_report_external_value_company_id_fkey,f,account_report_external_value,company_id,res_company,id,r
account_report_external_value_create_uid_fkey,f,account_report_external_value,create_uid,res_users,id,n
account_report_external_value_target_report_expression_id_fkey,f,account_report_external_value,target_report_expression_id,account_report_expression,id,c
account_report_external_value_write_uid_fkey,f,account_report_external_value,write_uid,res_users,id,n
account_report_external_value_pkey,p,account_report_external_value,id,,, 
account_report_line_create_uid_fkey,f,account_report_line,create_uid,res_users,id,n
account_report_line_parent_id_fkey,f,account_report_line,parent_id,account_report_line,id,n
account_report_line_report_id_fkey,f,account_report_line,report_id,account_report,id,c
account_report_line_write_uid_fkey,f,account_report_line,write_uid,res_users,id,n
account_report_line_pkey,p,account_report_line,id,,, 
account_report_line_code_uniq,u,account_report_line,"report_id,code",,, 
account_report_section_rel_main_report_id_fkey,f,account_report_section_rel,main_report_id,account_report,id,c
account_report_section_rel_sub_report_id_fkey,f,account_report_section_rel,sub_report_id,account_report,id,c
account_report_section_rel_pkey,p,account_report_section_rel,"main_report_id,sub_report_id",,, 
